Symbol,Security Name,Exchange,Yahoo Symbol
SINT,"SiNtx Technologies, Inc. - Common Stock",NASDAQ,SINT
SION,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,SION
SIRI,SiriusXM Holdings Inc. - Common Stock,NASDAQ,SIRI
SITC,SITE Centers Corp. Common Stock,N,SITC
SITE,"SiteOne Landscape Supply, Inc. Common Stock",N,SITE
SITM,SiTime Corporation - Common Stock,NASDAQ,SITM
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,SJ
SJM,The J.M. Smucker Company Common Stock,N,SJM
SJT,San Juan Basin Royalty Trust Common Stock,N,SJT
SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,SKBL
SKE,Skeena Resources Limited Common Shares,N,SKE
SKIL,Skillsoft Corp. Class A Common Stock,N,SKIL
SKIN,SkinHealth Systems Inc. - Class A Common Stock,NASDAQ,SKIN
SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ,SKK
SKLZ,Skillz Inc. Class A Common Stock,N,SKLZ
SKM,"SK Telecom Co., Ltd. Common Stock",N,SKM
SKT,Tanger Inc. Common Stock,N,SKT
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,SKWD
SKY,"Champion Homes, Inc. Common Stock",N,SKY
SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ,SKYE
SKYH,Sky Harbour Group Corporation Class A Common Stock,N,SKYH
SKYH.W,"Sky Harbour Group Corporation Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",N,SKYH-W
SKYQ,Sky Quarry Inc. - Common Stock,NASDAQ,SKYQ
SKYT,"SkyWater Technology, Inc. - Common Stock",NASDAQ,SKYT
SKYW,"SkyWest, Inc. - Common Stock",NASDAQ,SKYW
SKYX,SKYX Platforms Corp. - Common Stock,NASDAQ,SKYX
SLAB,"Silicon Laboratories, Inc. - Common Stock",NASDAQ,SLAB
SLAI,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),N,SLAI
SLB,SLB Limited Common Shares,N,SLB
SLDB,Solid Biosciences Inc. - Common Stock,NASDAQ,SLDB
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ,SLDE
SLDP,"Solid Power, Inc. - Class A Common Stock",NASDAQ,SLDP
SLDPW,"Solid Power, Inc. - Warrant",NASDAQ,SLDPW
SLE,"Super League Enterprise, Inc. - Common Stock",NASDAQ,SLE
SLF,Sun Life Financial Inc. Common Stock,N,SLF
SLG,SL Green Realty Corp Common Stock,N,SLG
SLGB,Smart Logistics Global Limited - Ordinary Shares,NASDAQ,SLGB
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,NASDAQ,SLGL
SLGN,Silgan Holdings Inc. Common Stock,N,SLGN
SLI,Standard Lithium Ltd. Common Shares,A,SLI
SLM,SLM Corporation - Common Stock,NASDAQ,SLM
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",NASDAQ,SLMBP
SLMT,Brera Holdings PLC - Class B Ordinary Shares,NASDAQ,SLMT
SLN,Silence Therapeutics Plc - American Depository Share,NASDAQ,SLN
SLND,"Southland Holdings, Inc. Common Stock",A,SLND
SLND.W,"Southland Holdings, Inc. Warrants",A,SLND-W
SLNG,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,SLNG
SLNH,"Soluna Holdings, Inc. - Common Stock",NASDAQ,SLNH
SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",NASDAQ,SLNHP
SLNO,"Soleno Therapeutics, Inc. - Common Stock",NASDAQ,SLNO
SLP,"Simulations Plus, Inc. - Common Stock",NASDAQ,SLP
SLQT,"SelectQuote, Inc. Common Stock",N,SLQT
SLRC,SLR Investment Corp. - Closed End Fund,NASDAQ,SLRC
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,SLS
SLSN,"Solesence, Inc. - Common stock",NASDAQ,SLSN
SLSR,Solaris Resources Inc. Common Shares,A,SLSR
SLVM,Sylvamo Corporation Common Stock,N,SLVM
SLXN,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ,SLXN
SLXNW,Silexion Therapeutics Corp - Warrant,NASDAQ,SLXNW
SM,SM Energy Company Common Stock,N,SM
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",N,SMA
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ,SMBC
SMBK,"SmartFinancial, Inc. Common Stock",N,SMBK
SMC,Summit Midstream Corporation Common Stock,N,SMC
SMCI,"Super Micro Computer, Inc. - Common Stock",NASDAQ,SMCI
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N,SMFG
SMG,Scotts Miracle-Gro Company (The) Common Stock,N,SMG
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,P,SMHB
SMHI,SEACOR Marine Holdings Inc. Common Stock ,N,SMHI
SMID,Smith-Midland Corporation - Common Stock,NASDAQ,SMID
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,A,SMJF
SMMT,Summit Therapeutics Inc.  - Common Stock,NASDAQ,SMMT
SMP,"Standard Motor Products, Inc. Common Stock",N,SMP
SMPL,The Simply Good Foods Company - Common Stock,NASDAQ,SMPL
SMR,NuScale Power Corporation Class A Common Stock,N,SMR
SMRT,"SmartRent, Inc. Class A Common Stock",N,SMRT
SMSI,"Smith Micro Software, Inc. - Common Stock",NASDAQ,SMSI
SMTC,Semtech Corporation - Common Stock,NASDAQ,SMTC
SMTI,Sanara MedTech Inc. - Common Stock,NASDAQ,SMTI
SMTK,"SmartKem, Inc. - Common Stock",NASDAQ,SMTK
SMWB,Similarweb Ltd. Ordinary Shares,N,SMWB
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,NASDAQ,SMX
SMXT,Solarmax Technology Inc. - Common Stock,NASDAQ,SMXT
SMXWW,SMX (Security Matters) Public Limited Company - Warrant,NASDAQ,SMXWW
SN,"SharkNinja, Inc. Ordinary Shares",N,SN
SNA,Snap-On Incorporated Common Stock,N,SNA
SNAL,"Snail, Inc. - Class A Common Stock",NASDAQ,SNAL
SNAP,Snap Inc. Class A Common Stock,N,SNAP
SNBR,Sleep Number Corporation - Common Stock,NASDAQ,SNBR
SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",NASDAQ,SNCY
SND,"Smart Sand, Inc. - Common Stock",NASDAQ,SND
SNDA,"Sonida Senior Living, Inc. Common Stock",N,SNDA
SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,SNDK
SNDL,SNDL Inc. - Common Shares,NASDAQ,SNDL
SNDR,"Schneider National, Inc. Common Stock",N,SNDR
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,SNDX
SNES,"SenesTech, Inc. - Common Stock",NASDAQ,SNES
SNEX,StoneX Group Inc. - Common Stock,NASDAQ,SNEX
SNFCA,Security National Financial Corporation - Class A Common Stock,NASDAQ,SNFCA
SNGX,"Soligenix, Inc. - Common Stock",NASDAQ,SNGX
SNN,"Smith & Nephew SNATS, Inc. Common Stock",N,SNN
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,SNOA
SNOW,Snowflake Inc. Common Stock,N,SNOW
SNPS,"Synopsys, Inc. - Common Stock",NASDAQ,SNPS
SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",NASDAQ,SNSE
SNT,Senstar Technologies Corporation - Common Shares,NASDAQ,SNT
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,NASDAQ,SNTG
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",NASDAQ,SNTI
SNWV,"SANUWAVE Health, Inc. - Common Stock",NASDAQ,SNWV
SNX,TD SYNNEX Corporation Common Stock,N,SNX
SNY,Sanofi - American Depositary Shares,NASDAQ,SNY
SNYR,Synergy CHC Corp. - Common Stock,NASDAQ,SNYR
SO,Southern Company (The) Common Stock,N,SO
SOAR,"Volato Group, Inc. Class A Common Stock",A,SOAR
SOBO,South Bow Corporation Common Shares,N,SOBO
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ,SOBR
SOC,Sable Offshore Corp. Common Stock,N,SOC
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,NASDAQ,SOCA
SOCAU,Solarius Capital Acquisition Corp. - Units,NASDAQ,SOCAU
SOCAW,Solarius Capital Acquisition Corp. - Warrant,NASDAQ,SOCAW
SOFI,"SoFi Technologies, Inc.  - Common Stock",NASDAQ,SOFI
SOGP,Sound Group Inc. - American Depositary Shares,NASDAQ,SOGP
SOHU,Sohu.com Limited  - American Depositary Shares,NASDAQ,SOHU
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",N,SOJC
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",N,SOJD
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",N,SOJE
SOJF,"Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15, 2085",N,SOJF
SOLS,Solstice Advanced Materials Inc. - Common Stock,NASDAQ,SOLS
SOLV,Solventum Corporation Common Stock,N,SOLV
SOMN,Southern Company (The) 2025 Series A Corporate Units,N,SOMN
SON,Sonoco Products Company Common Stock,N,SON
SONM,"DNA X, Inc. - Common Stock",NASDAQ,SONM
SONO,"Sonos, Inc. - Common Stock",NASDAQ,SONO
SONY,Sony Group Corporation American Depositary Shares ,N,SONY
SOPA,Society Pass Incorporated - Common Stock,NASDAQ,SOPA
SOPH,SOPHiA GENETICS SA - Ordinary Shares,NASDAQ,SOPH
SOR,"Source Capital, Inc. Cmn Shs of BI",N,SOR
SORA,AsiaStrategy - Ordinary Shares,NASDAQ,SORA
SORN,Soren Acquisition Corp. - Class A Ordinary Shares,NASDAQ,SORN
SORNU,Soren Acquisition Corp. - Unit,NASDAQ,SORNU
SORNW,Soren Acquisition Corp. - Warrant,NASDAQ,SORNW
SOS,SOS Limited Class A Ordinary Shares,N,SOS
SOTK,Sono-Tek Corporation - Common Stock,NASDAQ,SOTK
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,N,SOUL
SOUL.R,"Soulpower Acquisition Corporation Rights, each right entitling the holder to receive one-tenth (1/10) of one Class A Ordinary Share",N,SOUL-R
SOUL.U,"Soulpower Acquisition Corporation Units, each consisting of one Class A ordinary share and one right",N,SOUL-U
SOUN,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ,SOUN
SOUNW,"SoundHound AI, Inc. - Warrant",NASDAQ,SOUNW
SOWG,Sow Good Inc. - Common Stock,NASDAQ,SOWG
SPAI,Safe Pro Group Inc. - Common Stock,NASDAQ,SPAI
SPB,"Spectrum Brands Holdings, Inc. Common Stock",N,SPB
SPCB,"SuperCom, Ltd. - Ordinary Shares",NASDAQ,SPCB
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",N,SPCE
SPE,"Special Opportunities Fund, Inc Common Stock",N,SPE
SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,NASDAQ,SPEG
SPEGR,Silver Pegasus Acquisition Corp - Rights,NASDAQ,SPEGR
SPEGU,Silver Pegasus Acquisition Corp - Unit,NASDAQ,SPEGU
SPFI,"South Plains Financial, Inc. - Common Stock",NASDAQ,SPFI
SPG,"Simon Property Group, Inc. Common Stock",N,SPG
SPGI,S&P Global Inc. Common Stock,N,SPGI
SPH,"Suburban Propane Partners, L.P. Common Stock",N,SPH
SPHL,Springview Holdings Ltd - Ordinary shares,NASDAQ,SPHL
SPHR,Sphere Entertainment Co. Class A Common Stock,N,SPHR
SPIR,"Spire Global, Inc. Class A Common Stock",N,SPIR
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,NASDAQ,SPKL
SPKLU,Spark I Acquisition Corp. - Unit,NASDAQ,SPKLU
SPKLW,Spark I Acquisition Corp. - Warrant,NASDAQ,SPKLW
SPMA,"Sound Point Meridian Capital, Inc. 8.00% Series A Preferred Shares Due 2029",N,SPMA
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",N,SPMC
SPME,"Sound Point Meridian Capital, Inc. 7.875% Series B Preferred Shares due 2030",N,SPME
SPNT,SiriusPoint Ltd. Common Shares,N,SPNT
SPOK,"Spok Holdings, Inc. - Common Stock",NASDAQ,SPOK
SPOT,Spotify Technology S.A. Ordinary Shares,N,SPOT
SPPL,SIMPPLE LTD. - Ordinary Shares,NASDAQ,SPPL
SPRB,"Spruce Biosciences, Inc. - Common Stock",NASDAQ,SPRB
SPRC,SciSparc Ltd. - Ordinary Shares,NASDAQ,SPRC
SPRO,"Spero Therapeutics, Inc. - Common Stock",NASDAQ,SPRO
SPRU,Spruce Power Holding Corporation Class A Common Stock,N,SPRU
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ,SPRY
SPSC,"SPS Commerce, Inc. - Common Stock",NASDAQ,SPSC
SPT,"Sprout Social, Inc - Class A Common Stock",NASDAQ,SPT
SPTX,"Seaport Therapeutics, Inc. - Common Stock",NASDAQ,SPTX
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",NASDAQ,SPWH
SPWR,SunPower Inc. - Common Stock,NASDAQ,SPWR
SPWRW,SunPower Inc. - Warrant,NASDAQ,SPWRW
SPXC,"SPX Technologies, Inc. Common Stock",N,SPXC
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,N,SPXX
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",NASDAQ,SQFT
SQFTP,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",NASDAQ,SQFTP
SQFTW,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",NASDAQ,SQFTW
SQM,Sociedad Quimica y Minera S.A. Common Stock,N,SQM
SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),N,SQNS
SR,Spire Inc. Common Stock,N,SR
SRAD,Sportradar Group AG - Class A Ordinary Shares,NASDAQ,SRAD
SRBK,"SR Bancorp, Inc. - Common stock",NASDAQ,SRBK
SRCE,1st Source Corporation - Common Stock,NASDAQ,SRCE
SRE,DBA Sempra Common Stock,N,SRE
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,N,SREA
SRFM,Surf Air Mobility Inc. Common Stock,N,SRFM
SRG,Seritage Growth Properties Class A Common Stock,N,SRG
SRI,"Stoneridge, Inc. Common Stock",N,SRI
SRJN,Spire Inc. 6.375% Junior Subordinated Notes due 2086,N,SRJN
SRL,Scully Royalty Ltd.,N,SRL
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",NASDAQ,SRPT
SRRK,Scholar Rock Holding Corporation - Common Stock,NASDAQ,SRRK
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",NASDAQ,SRTA
SRTAW,"Strata Critical Medical, Inc. - Warrants",NASDAQ,SRTAW
SRTS,"Sensus Healthcare, Inc. - Common Stock",NASDAQ,SRTS
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,N,SRV
SRXH,"SRX Health Solutions, Inc. Common Stock",A,SRXH
SRZN,"Surrozen, Inc. - Common Stock",NASDAQ,SRZN
SRZNW,"Surrozen, Inc. - Warrant",NASDAQ,SRZNW
SSAC,SPACSphere Acquisition Corp. - Class A Ordinary Shares,NASDAQ,SSAC
SSACR,SPACSphere Acquisition Corp. - Rights,NASDAQ,SSACR
SSACU,SPACSphere Acquisition Corp. - Unit,NASDAQ,SSACU
SSACW,SPACSphere Acquisition Corp. - Warrant,NASDAQ,SSACW
SSB,SouthState Bank Corporation Common Stock,N,SSB
SSBI,Summit State Bank - Common Stock,NASDAQ,SSBI
SSD,"Simpson Manufacturing Company, Inc. Common Stock",N,SSD
SSEA,Starry Sea Acquisition Corp - Ordinary Shares,NASDAQ,SSEA
SSEAR,Starry Sea Acquisition Corp - Rights,NASDAQ,SSEAR
SSEAU,Starry Sea Acquisition Corp - Unit,NASDAQ,SSEAU
SSII,SS Innovations International Inc. - Common Stock,NASDAQ,SSII
SSL,Sasol Ltd. American Depositary Shares,N,SSL
SSM,Sono Group N.V. - Ordinary Shares,NASDAQ,SSM
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,SSNC
SSP,E.W. Scripps Company (The) - Class A Common Stock,NASDAQ,SSP
SSRM,SSR Mining Inc. - Common Stock,NASDAQ,SSRM
SSSS,SuRo Capital Corp. - Closed End Fund,NASDAQ,SSSS
SSSSL,SuRo Capital Corp. - 6.00% Notes due 2026,NASDAQ,SSSSL
SST,"System1, Inc. Class A Common Stock",N,SST
SSTI,"SoundThinking, Inc. - Common Stock",NASDAQ,SSTI
SSTK,"Shutterstock, Inc. Common Stock",N,SSTK
SSYS,"Stratasys, Ltd. - Common Stock",NASDAQ,SSYS
ST,Sensata Technologies Holding plc Ordinary Shares,N,ST
STAA,STAAR Surgical Company - Common Stock,NASDAQ,STAA
STAG,"Stag Industrial, Inc. Common Stock",N,STAG
STAK,STAK Inc. - Class A Ordinary Shares,NASDAQ,STAK
STBA,"S&T Bancorp, Inc. - Common Stock",NASDAQ,STBA
STC,Stewart Information Services Corporation Common Stock,N,STC
STE,STERIS plc (Ireland) Ordinary Shares,N,STE
STEL,"Stellar Bancorp, Inc. Common Stock",N,STEL
STEM,"Stem, Inc. Class A Common Stock",N,STEM
STEP,StepStone Group Inc. - Class A Common Stock,NASDAQ,STEP
STEW,"SRH Total Return Fund, Inc. Common Stock",N,STEW
STEX,Streamex Corp. - Common Stock,NASDAQ,STEX
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,NASDAQ,STFS
STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",N,STG
STGW,Stagwell Inc. - Class A Common Stock,NASDAQ,STGW
STHO,Star Holdings - Shares of Beneficial Interest,NASDAQ,STHO
STI,"Solidion Technology, Inc. - Common Stock",NASDAQ,STI
STIM,"Neuronetics, Inc. - Common Stock",NASDAQ,STIM
STK,Columbia Seligman Premium Technology Growth Fund Inc,N,STK
STKE,Sol Strategies Inc. - Common Shares,NASDAQ,STKE
STKH,Steakholder Foods Ltd. - American Depositary Shares,NASDAQ,STKH
STKL,"SunOpta, Inc. - Common Stock",NASDAQ,STKL
STKS,"The ONE Group Hospitality, Inc. - Common Stock",NASDAQ,STKS
STLA,Stellantis N.V. Common Shares,N,STLA
STLD,"Steel Dynamics, Inc. - Common Stock",NASDAQ,STLD
STM,STMicroelectronics N.V. Common Stock,N,STM
STN,Stantec Inc Common Stock,N,STN
STNE,StoneCo Ltd. - Class A Common Share,NASDAQ,STNE
STNG,Scorpio Tankers Inc. Common Shares,N,STNG
STOK,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ,STOK
STRA,"Strategic Education, Inc. - Common Stock",NASDAQ,STRA
STRC,Strategy Inc - Variable Rate Series A Perpetual Stretch Preferred Stock,NASDAQ,STRC
STRD,Strategy Inc - 10.00% Series A Perpetual Stride Preferred Stock,NASDAQ,STRD
STRF,Strategy Inc - 10.00% Series A Perpetual Strife Preferred Stock,NASDAQ,STRF
STRK,Strategy Inc - 8.00% Series A Perpetual Strike Preferred Stock,NASDAQ,STRK
STRL,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ,STRL
STRO,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,STRO
STRR,"Star Equity Holdings, Inc. - Common Stock",NASDAQ,STRR
STRRP,"Star Equity Holdings, Inc. - 10% Series A Cumulative Perpetual Preferred Stock",NASDAQ,STRRP
STRS,Stratus Properties Inc. - Common Stock,NASDAQ,STRS
STRT,STRATTEC SECURITY CORPORATION - Common Stock,NASDAQ,STRT
STRW,"Strawberry Fields REIT, Inc. Common Stock",A,STRW
STRZ,Starz Entertainment Corp. - Common Shares,NASDAQ,STRZ
STSS,Sharps Technology Inc. - Common Stock,NASDAQ,STSS
STSSW,Sharps Technology Inc. - Warrant,NASDAQ,STSSW
STT,State Street Corporation Common Stock,N,STT
STTK,"Shattuck Labs, Inc. - Common Stock",NASDAQ,STTK
STUB,"StubHub Holdings, Inc. Class A Common Stock",N,STUB
STVN,Stevanato Group S.p.A. Ordinary Shares,N,STVN
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",N,STWD
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),NASDAQ,STX
STXS,"Stereotaxis, Inc. Common Stock",A,STXS
STZ,"Constellation Brands, Inc. Common Stock",N,STZ
SU,Suncor Energy  Inc. Common Stock,N,SU
SUGP,SU Group Holdings Limited - Class A Ordinary Shares,NASDAQ,SUGP
SUI,"Sun Communities, Inc. Common Stock",N,SUI
SUIG,Sui Group Holdings Limited - Common Stock,NASDAQ,SUIG
SUMA,SUMA Acquisition Corporation - Class A Ordinary Shares,NASDAQ,SUMA
SUMAR,SUMA Acquisition Corporation - Rights,NASDAQ,SUMAR
SUMAU,SUMA Acquisition Corporation - Units,NASDAQ,SUMAU
SUN,Sunoco LP Common Units representing limited partner interests,N,SUN
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",N,SUNB
SUNC,"SunocoCorp LLC Common Units, representing limited liability company interests",N,SUNC
SUNE,"SUNation Energy, Inc. - Common Stock",NASDAQ,SUNE
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",NASDAQ,SUNS
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ,SUPN
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,N,SUPV
SUPX,SuperX AI Technology Limited - Ordinary Shares,NASDAQ,SUPX
SURG,"SurgePays, Inc. - Common Stock",NASDAQ,SURG
SUUN,PowerBank Corporation - Common Stock,NASDAQ,SUUN
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),N,SUZ
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",NASDAQ,SVA
SVAC,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,NASDAQ,SVAC
SVACU,Spring Valley Acquisition Corp. III - Unit,NASDAQ,SVACU
SVACW,Spring Valley Acquisition Corp. III - Warrant,NASDAQ,SVACW
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,NASDAQ,SVAQ
SVAQU,Silicon Valley Acquisition Corp. - Units,NASDAQ,SVAQU
SVAQW,Silicon Valley Acquisition Corp. - Warrants,NASDAQ,SVAQW
SVC,Service Properties Trust - Shares of Beneficial Interest,NASDAQ,SVC
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,NASDAQ,SVCC
SVCCU,Stellar V Capital Corp. - Unit,NASDAQ,SVCCU
SVCCW,Stellar V Capital Corp. - Warrant,NASDAQ,SVCCW
SVCO,"Silvaco Group, Inc. - Common Stock",NASDAQ,SVCO
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,NASDAQ,SVIV
SVIVU,Spring Valley Acquisition Corp. IV - Units,NASDAQ,SVIVU
SVIVW,Spring Valley Acquisition Corp. IV - Warrants,NASDAQ,SVIVW
SVM,Silvercorp Metals Inc. Common Shares,A,SVM
SVRA,"Savara, Inc. - Common Stock",NASDAQ,SVRA
SVRE,SaverOne 2014 Ltd. - American Depositary Shares,NASDAQ,SVRE
SVREW,SaverOne 2014 Ltd. - Warrant,NASDAQ,SVREW
SVRN,OceanPal Inc. - Common Stock,NASDAQ,SVRN
SVV,"Savers Value Village, Inc. Common Stock",N,SVV
SW,Smurfit WestRock plc Ordinary Shares,N,SW
SWAG,"Stran & Company, Inc. - Common Stock",NASDAQ,SWAG
SWAGW,"Stran & Company, Inc. - Warrant",NASDAQ,SWAGW
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ,SWBI
SWIM,"Latham Group, Inc. - Common Stock",NASDAQ,SWIM
SWK,"Stanley Black & Decker, Inc. Common Stock",N,SWK
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027,NASDAQ,SWKHL
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAQ,SWKS
SWMR,"Swarmer, Inc - common stock",NASDAQ,SWMR
SWVL,Swvl Holdings Corp - Ordinary Shares,NASDAQ,SWVL
SWVLW,Swvl Holdings Corp - Warrant,NASDAQ,SWVLW
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",N,SWX
SWZ,Total Return Securities Fund Common Stock,N,SWZ
SXC,"SunCoke Energy, Inc. Common Stock",N,SXC
SXI,Standex International Corporation Common Stock,N,SXI
SXT,Sensient Technologies Corporation Common Stock,N,SXT
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",NASDAQ,SXTC
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ,SXTP
SXTPW,"60 Degrees Pharmaceuticals, Inc. - Warrant",NASDAQ,SXTPW
SY,So-Young International Inc. - American Depository Shares,NASDAQ,SY
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ,SYBT
SYF,Synchrony Financial Common Stock,N,SYF
SYK,Stryker Corporation Common Stock,N,SYK
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ,SYM
SYNA,Synaptics Incorporated - Common Stock,NASDAQ,SYNA
SYNX,Silynxcom Ltd. Ordinary Shares,A,SYNX
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ,SYPR
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,SYRE
SYY,Sysco Corporation Common Stock,N,SYY
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAQ,SZZL
SZZLR,Sizzle Acquisition Corp. II - Right,NASDAQ,SZZLR
SZZLU,Sizzle Acquisition Corp. II - Unit,NASDAQ,SZZLU
T,AT&T Inc.,N,T
TAC,TransAlta Corporation Ordinary Shares,N,TAC
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAQ,TACH
TACHU,Titan Acquisition Corp. - Units,NASDAQ,TACHU
TACHW,Titan Acquisition Corp. - Warrants,NASDAQ,TACHW
TACO,Berto Acquisition Corp. - Ordinary Shares,NASDAQ,TACO
TACOU,Berto Acquisition Corp. - unit,NASDAQ,TACOU
TACOW,Berto Acquisition Corp. - Warrant,NASDAQ,TACOW
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ,TACT
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),N,TAK
TAL,TAL Education Group American Depositary Shares,N,TAL
TALK,"Talkspace, Inc. - Common Stock",NASDAQ,TALK
TALKW,"Talkspace, Inc. - Warrant",NASDAQ,TALKW
TALO,"Talos Energy, Inc. Common Stock",N,TALO
TANH,Tantech Holdings Ltd. - Class A Common Shares,NASDAQ,TANH
TAOP,Taoping Inc. - Ordinary Shares,NASDAQ,TAOP
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ,TAOX
TAP,Molson Coors Beverage Company Class B Common Stock,N,TAP
TAP.A,Molson Coors Beverage Company Class A Common Stock,N,TAP-A
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,TARA
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,TARS
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ,TASK
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAQ,TATT
TAVI,Tavia Acquisition Corp. - Ordinary Shares,NASDAQ,TAVI
TAVIR,Tavia Acquisition Corp. - Right,NASDAQ,TAVIR
TAVIU,Tavia Acquisition Corp. - Unit,NASDAQ,TAVIU
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ,TAYD
TBB,AT&T Inc. 5.350% Global Notes due 2066,N,TBB
TBBB,BBB Foods Inc. Class A Common Shares,N,TBBB
